bakim_carpani,t,O2_lb,glc_lb,h2o_cap,durum,buyume
1.5,0.08,-1.26,-0.20600000000000002,3.32,infeasible,
1.5,0.1,-1.4500000000000002,-0.245,3.9000000000000004,infeasible,
1.5,0.12,-1.64,-0.284,4.48,infeasible,
1.5,0.14,-1.83,-0.323,5.0600000000000005,infeasible,
1.5,0.16,-2.02,-0.362,5.64,infeasible,
1.5,0.18,-2.21,-0.40099999999999997,6.22,infeasible,
1.5,0.2,-2.4000000000000004,-0.44,6.800000000000001,infeasible,
1.5,0.22,-2.59,-0.479,7.38,infeasible,
1.5,0.24,-2.78,-0.518,7.96,infeasible,
1.5,0.26,-2.97,-0.557,8.54,infeasible,
1.5,0.28,-3.16,-0.5960000000000001,9.120000000000001,infeasible,
1.5,0.3,-3.35,-0.635,9.7,infeasible,
1.5,0.32,-3.54,-0.674,10.28,infeasible,
1.5,0.34,-3.7300000000000004,-0.7130000000000001,10.860000000000001,infeasible,
1.5,0.36,-3.92,-0.752,11.44,infeasible,
1.5,0.38,-4.109999999999999,-0.791,12.02,infeasible,
1.5,0.4,-4.300000000000001,-0.8300000000000001,12.600000000000001,infeasible,
1.5,0.42,-4.49,-0.869,13.18,optimal,0.001429456602498085
1.5,0.44,-4.68,-0.908,13.76,optimal,0.004245645573110704
1.5,0.46,-4.87,-0.9470000000000001,14.34,optimal,0.007057299723780671
1.5,0.48,-5.06,-0.986,14.92,optimal,0.009868326806406761
1.5,0.5,-5.25,-1.025,15.5,optimal,0.01267935388903136
1.5,0.52,-5.44,-1.064,16.08,optimal,0.015490380971651905
1.5,0.54,-5.630000000000001,-1.103,16.66,optimal,0.018301408054277723
1.5,0.56,-5.82,-1.1420000000000001,17.240000000000002,optimal,0.02111243513690195
1.5,0.58,-6.01,-1.181,17.82,optimal,0.02392346221952741
1.5,0.6,-6.2,-1.22,18.4,optimal,0.02673448930215324
1.5,0.62,-6.39,-1.2590000000000001,18.98,optimal,0.029545516384775754
1.5,0.64,-6.58,-1.298,19.56,optimal,0.03235654346739997
1.5,0.66,-6.7700000000000005,-1.337,20.14,optimal,0.03516757055002372
1.5,0.68,-6.960000000000001,-1.3760000000000001,20.720000000000002,optimal,0.037978597632647174
1.5,0.7,-7.1499999999999995,-1.415,21.299999999999997,optimal,0.04078962471527155
1.5,0.72,-7.34,-1.454,21.88,optimal,0.043600651797895566
1.5,0.74,-7.53,-1.493,22.46,optimal,0.04641167888051983
1.5,0.76,-7.72,-1.532,23.04,optimal,0.04922270596314412
1.5,0.78,-7.91,-1.571,23.62,optimal,0.05203373304576825
1.5,0.8,-8.100000000000001,-1.61,24.200000000000003,optimal,0.054844760128392366
1.5,0.82,-8.29,-1.649,24.779999999999998,optimal,0.0576557872110167
1.5,0.84,-8.48,-1.688,25.36,optimal,0.06046681429364102
1.5,0.86,-8.67,-1.727,25.94,optimal,0.06327784137626502
1.5,0.88,-8.86,-1.766,26.52,optimal,0.0660888684588893
1.5,0.9,-9.05,-1.805,27.1,optimal,0.0688998955415135
1.5,0.92,-9.24,-1.844,27.68,optimal,0.07171092262413781
1.5,0.94,-9.43,-1.883,28.259999999999998,optimal,0.07452194970676196
1.5,0.96,-9.62,-1.922,28.84,optimal,0.07733297678938611
1.5,0.98,-9.81,-1.961,29.419999999999998,optimal,0.08014400387201057
1.5,1.0,-10.0,-2.0,30.0,optimal,0.08295503095463472
2.0,0.0,-0.5,-0.05,1.0,infeasible,
2.0,0.02,-0.69,-0.089,1.58,infeasible,
2.0,0.04,-0.88,-0.128,2.16,infeasible,
2.0,0.06,-1.0699999999999998,-0.16699999999999998,2.74,infeasible,
2.0,0.08,-1.26,-0.20600000000000002,3.32,infeasible,
2.0,0.1,-1.4500000000000002,-0.245,3.9000000000000004,infeasible,
2.0,0.12,-1.64,-0.284,4.48,infeasible,
2.0,0.14,-1.83,-0.323,5.0600000000000005,infeasible,
2.0,0.16,-2.02,-0.362,5.64,infeasible,
2.0,0.18,-2.21,-0.40099999999999997,6.22,infeasible,
2.0,0.2,-2.4000000000000004,-0.44,6.800000000000001,infeasible,
2.0,0.22,-2.59,-0.479,7.38,infeasible,
2.0,0.24,-2.78,-0.518,7.96,infeasible,
2.0,0.26,-2.97,-0.557,8.54,infeasible,
2.0,0.28,-3.16,-0.5960000000000001,9.120000000000001,infeasible,
2.0,0.3,-3.35,-0.635,9.7,infeasible,
2.0,0.32,-3.54,-0.674,10.28,infeasible,
2.0,0.34,-3.7300000000000004,-0.7130000000000001,10.860000000000001,infeasible,
2.0,0.36,-3.92,-0.752,11.44,infeasible,
2.0,0.38,-4.109999999999999,-0.791,12.02,infeasible,
2.0,0.4,-4.300000000000001,-0.8300000000000001,12.600000000000001,infeasible,
2.0,0.42,-4.49,-0.869,13.18,infeasible,
2.0,0.44,-4.68,-0.908,13.76,infeasible,
2.0,0.46,-4.87,-0.9470000000000001,14.34,optimal,0.0018717426908301223
2.0,0.48,-5.06,-0.986,14.92,optimal,0.004687748048363266
2.0,0.5,-5.25,-1.025,15.5,optimal,0.0074987751309889975
2.0,0.52,-5.44,-1.064,16.08,optimal,0.010309802213609717
2.0,0.54,-5.630000000000001,-1.103,16.66,optimal,0.013120829296236796
2.0,0.56,-5.82,-1.1420000000000001,17.240000000000002,optimal,0.015931856378860163
2.0,0.58,-6.01,-1.181,17.82,optimal,0.018742883461484377
2.0,0.6,-6.2,-1.22,18.4,optimal,0.021553910544109857
2.0,0.62,-6.39,-1.2590000000000001,18.98,optimal,0.024364937626733217
2.0,0.64,-6.58,-1.298,19.56,optimal,0.027175964709354634
2.0,0.66,-6.7700000000000005,-1.337,20.14,optimal,0.02998699179198208
2.0,0.68,-6.960000000000001,-1.3760000000000001,20.720000000000002,optimal,0.032798018874606184
2.0,0.7,-7.1499999999999995,-1.415,21.299999999999997,optimal,0.03560904595722967
2.0,0.72,-7.34,-1.454,21.88,optimal,0.038420073039851434
2.0,0.74,-7.53,-1.493,22.46,optimal,0.04123110012247836
2.0,0.76,-7.72,-1.532,23.04,optimal,0.04404212720510246
2.0,0.78,-7.91,-1.571,23.62,optimal,0.04685315428772669
2.0,0.8,-8.100000000000001,-1.61,24.200000000000003,optimal,0.04966418137035089
2.0,0.82,-8.29,-1.649,24.779999999999998,optimal,0.052475208452975215
2.0,0.84,-8.48,-1.688,25.36,optimal,0.05528623553559926
2.0,0.86,-8.67,-1.727,25.94,optimal,0.05809726261822361
2.0,0.88,-8.86,-1.766,26.52,optimal,0.06090828970084766
2.0,0.9,-9.05,-1.805,27.1,optimal,0.06371931678347201
2.0,0.92,-9.24,-1.844,27.68,optimal,0.06653034386609619
2.0,0.94,-9.43,-1.883,28.259999999999998,optimal,0.06934137094872046
2.0,0.96,-9.62,-1.922,28.84,optimal,0.07215239803134457
2.0,0.98,-9.81,-1.961,29.419999999999998,optimal,0.07496342511396867
2.0,1.0,-10.0,-2.0,30.0,optimal,0.077774452196593
2.5,0.0,-0.5,-0.05,1.0,infeasible,
2.5,0.02,-0.69,-0.089,1.58,infeasible,
2.5,0.04,-0.88,-0.128,2.16,infeasible,
2.5,0.06,-1.0699999999999998,-0.16699999999999998,2.74,infeasible,
2.5,0.08,-1.26,-0.20600000000000002,3.32,infeasible,
2.5,0.1,-1.4500000000000002,-0.245,3.9000000000000004,infeasible,
2.5,0.12,-1.64,-0.284,4.48,infeasible,
2.5,0.14,-1.83,-0.323,5.0600000000000005,infeasible,
2.5,0.16,-2.02,-0.362,5.64,infeasible,
2.5,0.18,-2.21,-0.40099999999999997,6.22,infeasible,
2.5,0.2,-2.4000000000000004,-0.44,6.800000000000001,infeasible,
2.5,0.22,-2.59,-0.479,7.38,infeasible,
2.5,0.24,-2.78,-0.518,7.96,infeasible,
2.5,0.26,-2.97,-0.557,8.54,infeasible,
2.5,0.28,-3.16,-0.5960000000000001,9.120000000000001,infeasible,
2.5,0.3,-3.35,-0.635,9.7,infeasible,
2.5,0.32,-3.54,-0.674,10.28,infeasible,
2.5,0.34,-3.7300000000000004,-0.7130000000000001,10.860000000000001,infeasible,
2.5,0.36,-3.92,-0.752,11.44,infeasible,
2.5,0.38,-4.109999999999999,-0.791,12.02,infeasible,
2.5,0.4,-4.300000000000001,-0.8300000000000001,12.600000000000001,infeasible,
2.5,0.42,-4.49,-0.869,13.18,infeasible,
2.5,0.44,-4.68,-0.908,13.76,infeasible,
2.5,0.46,-4.87,-0.9470000000000001,14.34,infeasible,
2.5,0.48,-5.06,-0.986,14.92,infeasible,
2.5,0.5,-5.25,-1.025,15.5,optimal,0.0023140287791646947
2.5,0.52,-5.44,-1.064,16.08,optimal,0.005129223455570844
2.5,0.54,-5.630000000000001,-1.103,16.66,optimal,0.007940250538194513
2.5,0.56,-5.82,-1.1420000000000001,17.240000000000002,optimal,0.010751277620818955
2.5,0.58,-6.01,-1.181,17.82,optimal,0.013562304703443027
2.5,0.6,-6.2,-1.22,18.4,optimal,0.016373331786067195
2.5,0.62,-6.39,-1.2590000000000001,18.98,optimal,0.019184358868691413
2.5,0.64,-6.58,-1.298,19.56,optimal,0.021995385951315564
2.5,0.66,-6.7700000000000005,-1.337,20.14,optimal,0.024806413033939725
2.5,0.68,-6.960000000000001,-1.3760000000000001,20.720000000000002,optimal,0.027617440116564005
2.5,0.7,-7.1499999999999995,-1.415,21.299999999999997,optimal,0.030428467199188413
2.5,0.72,-7.34,-1.454,21.88,optimal,0.03323949428181238
2.5,0.74,-7.53,-1.493,22.46,optimal,0.03605052136443646
2.5,0.76,-7.72,-1.532,23.04,optimal,0.03886154844706116
2.5,0.78,-7.91,-1.571,23.62,optimal,0.04167257552968524
2.5,0.8,-8.100000000000001,-1.61,24.200000000000003,optimal,0.044483602612309235
2.5,0.82,-8.29,-1.649,24.779999999999998,optimal,0.047294629694933706
2.5,0.84,-8.48,-1.688,25.36,optimal,0.050105656777557746
2.5,0.86,-8.67,-1.727,25.94,optimal,0.05291668386018193
2.5,0.88,-8.86,-1.766,26.52,optimal,0.05572771094280596
2.5,0.9,-9.05,-1.805,27.1,optimal,0.05853873802543046
2.5,0.92,-9.24,-1.844,27.68,optimal,0.06134976510805452
2.5,0.94,-9.43,-1.883,28.259999999999998,optimal,0.06416079219067884
2.5,0.96,-9.62,-1.922,28.84,optimal,0.0669718192733027
2.5,0.98,-9.81,-1.961,29.419999999999998,optimal,0.0697828463559269
2.5,1.0,-10.0,-2.0,30.0,optimal,0.0725938734385512
3.0,0.0,-0.5,-0.05,1.0,infeasible,
3.0,0.02,-0.69,-0.089,1.58,infeasible,
3.0,0.04,-0.88,-0.128,2.16,infeasible,
3.0,0.06,-1.0699999999999998,-0.16699999999999998,2.74,infeasible,
3.0,0.08,-1.26,-0.20600000000000002,3.32,infeasible,
3.0,0.1,-1.4500000000000002,-0.245,3.9000000000000004,infeasible,
3.0,0.12,-1.64,-0.284,4.48,infeasible,
3.0,0.14,-1.83,-0.323,5.0600000000000005,infeasible,
3.0,0.16,-2.02,-0.362,5.64,infeasible,
3.0,0.18,-2.21,-0.40099999999999997,6.22,infeasible,
3.0,0.2,-2.4000000000000004,-0.44,6.800000000000001,infeasible,
3.0,0.22,-2.59,-0.479,7.38,infeasible,
3.0,0.24,-2.78,-0.518,7.96,infeasible,
3.0,0.26,-2.97,-0.557,8.54,infeasible,
3.0,0.28,-3.16,-0.5960000000000001,9.120000000000001,infeasible,
3.0,0.3,-3.35,-0.635,9.7,infeasible,
3.0,0.32,-3.54,-0.674,10.28,infeasible,
3.0,0.34,-3.7300000000000004,-0.7130000000000001,10.860000000000001,infeasible,
3.0,0.36,-3.92,-0.752,11.44,infeasible,
3.0,0.38,-4.109999999999999,-0.791,12.02,infeasible,
3.0,0.4,-4.300000000000001,-0.8300000000000001,12.600000000000001,infeasible,
3.0,0.42,-4.49,-0.869,13.18,infeasible,
3.0,0.44,-4.68,-0.908,13.76,infeasible,
3.0,0.46,-4.87,-0.9470000000000001,14.34,infeasible,
3.0,0.48,-5.06,-0.986,14.92,infeasible,
3.0,0.5,-5.25,-1.025,15.5,infeasible,
3.0,0.52,-5.44,-1.064,16.08,infeasible,
3.0,0.54,-5.630000000000001,-1.103,16.66,optimal,0.0027563148674983494
3.0,0.56,-5.82,-1.1420000000000001,17.240000000000002,optimal,0.005570698862778013
3.0,0.58,-6.01,-1.181,17.82,optimal,0.008381725945401507
3.0,0.6,-6.2,-1.22,18.4,optimal,0.0111927530280259
3.0,0.62,-6.39,-1.2590000000000001,18.98,optimal,0.014003780110650033
3.0,0.64,-6.58,-1.298,19.56,optimal,0.016814807193274314
3.0,0.66,-6.7700000000000005,-1.337,20.14,optimal,0.019625834275898507
3.0,0.68,-6.960000000000001,-1.3760000000000001,20.720000000000002,optimal,0.02243686135852256
3.0,0.7,-7.1499999999999995,-1.415,21.299999999999997,optimal,0.02524788844114702
3.0,0.72,-7.34,-1.454,21.88,optimal,0.028058915523771034
3.0,0.74,-7.53,-1.493,22.46,optimal,0.03086994260639523
3.0,0.76,-7.72,-1.532,23.04,optimal,0.033680969689019596
3.0,0.78,-7.91,-1.571,23.62,optimal,0.036491996771643644
3.0,0.8,-8.100000000000001,-1.61,24.200000000000003,optimal,0.03930302385426804
3.0,0.82,-8.29,-1.649,24.779999999999998,optimal,0.04211405093689223
3.0,0.84,-8.48,-1.688,25.36,optimal,0.04492507801951627
3.0,0.86,-8.67,-1.727,25.94,optimal,0.04773610510214052
3.0,0.88,-8.86,-1.766,26.52,optimal,0.05054713218476477
3.0,0.9,-9.05,-1.805,27.1,optimal,0.053358159267388995
3.0,0.92,-9.24,-1.844,27.68,optimal,0.05616918635001327
3.0,0.94,-9.43,-1.883,28.259999999999998,optimal,0.05898021343263747
3.0,0.96,-9.62,-1.922,28.84,optimal,0.061791240515261615
3.0,0.98,-9.81,-1.961,29.419999999999998,optimal,0.06460226759788594
3.0,1.0,-10.0,-2.0,30.0,optimal,0.06741329468051026
3.5,0.0,-0.5,-0.05,1.0,infeasible,
3.5,0.02,-0.69,-0.089,1.58,infeasible,
3.5,0.04,-0.88,-0.128,2.16,infeasible,
3.5,0.06,-1.0699999999999998,-0.16699999999999998,2.74,infeasible,
3.5,0.08,-1.26,-0.20600000000000002,3.32,infeasible,
3.5,0.1,-1.4500000000000002,-0.245,3.9000000000000004,infeasible,
3.5,0.12,-1.64,-0.284,4.48,infeasible,
3.5,0.14,-1.83,-0.323,5.0600000000000005,infeasible,
3.5,0.16,-2.02,-0.362,5.64,infeasible,
3.5,0.18,-2.21,-0.40099999999999997,6.22,infeasible,
3.5,0.2,-2.4000000000000004,-0.44,6.800000000000001,infeasible,
3.5,0.22,-2.59,-0.479,7.38,infeasible,
3.5,0.24,-2.78,-0.518,7.96,infeasible,
3.5,0.26,-2.97,-0.557,8.54,infeasible,
3.5,0.28,-3.16,-0.5960000000000001,9.120000000000001,infeasible,
3.5,0.3,-3.35,-0.635,9.7,infeasible,
3.5,0.32,-3.54,-0.674,10.28,infeasible,
3.5,0.34,-3.7300000000000004,-0.7130000000000001,10.860000000000001,infeasible,
3.5,0.36,-3.92,-0.752,11.44,infeasible,
3.5,0.38,-4.109999999999999,-0.791,12.02,infeasible,
3.5,0.4,-4.300000000000001,-0.8300000000000001,12.600000000000001,infeasible,
3.5,0.42,-4.49,-0.869,13.18,infeasible,
3.5,0.44,-4.68,-0.908,13.76,infeasible,
3.5,0.46,-4.87,-0.9470000000000001,14.34,infeasible,
3.5,0.48,-5.06,-0.986,14.92,infeasible,
3.5,0.5,-5.25,-1.025,15.5,infeasible,
3.5,0.52,-5.44,-1.064,16.08,infeasible,
3.5,0.54,-5.630000000000001,-1.103,16.66,infeasible,
3.5,0.56,-5.82,-1.1420000000000001,17.240000000000002,infeasible,
3.5,0.58,-6.01,-1.181,17.82,optimal,0.003198600955831806
3.5,0.6,-6.2,-1.22,18.4,optimal,0.006012174269984717
3.5,0.62,-6.39,-1.2590000000000001,18.98,optimal,0.008823201352605671
3.5,0.64,-6.58,-1.298,19.56,optimal,0.01163422843523275
3.5,0.66,-6.7700000000000005,-1.337,20.14,optimal,0.01444525551785982
3.5,0.68,-6.960000000000001,-1.3760000000000001,20.720000000000002,optimal,0.017256282600481967
3.5,0.7,-7.1499999999999995,-1.415,21.299999999999997,optimal,0.02006730968310617
3.5,0.72,-7.34,-1.454,21.88,optimal,0.022878336765733257
3.5,0.74,-7.53,-1.493,22.46,optimal,0.025689363848354997
3.5,0.76,-7.72,-1.532,23.04,optimal,0.02850039093097925
3.5,0.78,-7.91,-1.571,23.62,optimal,0.031311418013603834
3.5,0.8,-8.100000000000001,-1.61,24.200000000000003,optimal,0.03412244509622846
3.5,0.82,-8.29,-1.649,24.779999999999998,optimal,0.036933472178853045
3.5,0.84,-8.48,-1.688,25.36,optimal,0.039744499261474414
3.5,0.86,-8.67,-1.727,25.94,optimal,0.042555526344098676
3.5,0.88,-8.86,-1.766,26.52,optimal,0.04536655342672356
3.5,0.9,-9.05,-1.805,27.1,optimal,0.04817758050934786
3.5,0.92,-9.24,-1.844,27.68,optimal,0.05098860759197196
3.5,0.94,-9.43,-1.883,28.259999999999998,optimal,0.053799634674596315
3.5,0.96,-9.62,-1.922,28.84,optimal,0.056610661757220404
3.5,0.98,-9.81,-1.961,29.419999999999998,optimal,0.05942168883984505
3.5,1.0,-10.0,-2.0,30.0,optimal,0.06223271592246886
4.0,0.0,-0.5,-0.05,1.0,infeasible,
4.0,0.02,-0.69,-0.089,1.58,infeasible,
4.0,0.04,-0.88,-0.128,2.16,infeasible,
4.0,0.06,-1.0699999999999998,-0.16699999999999998,2.74,infeasible,
4.0,0.08,-1.26,-0.20600000000000002,3.32,infeasible,
4.0,0.1,-1.4500000000000002,-0.245,3.9000000000000004,infeasible,
4.0,0.12,-1.64,-0.284,4.48,infeasible,
4.0,0.14,-1.83,-0.323,5.0600000000000005,infeasible,
4.0,0.16,-2.02,-0.362,5.64,infeasible,
4.0,0.18,-2.21,-0.40099999999999997,6.22,infeasible,
4.0,0.2,-2.4000000000000004,-0.44,6.800000000000001,infeasible,
4.0,0.22,-2.59,-0.479,7.38,infeasible,
4.0,0.24,-2.78,-0.518,7.96,infeasible,
4.0,0.26,-2.97,-0.557,8.54,infeasible,
4.0,0.28,-3.16,-0.5960000000000001,9.120000000000001,infeasible,
4.0,0.3,-3.35,-0.635,9.7,infeasible,
4.0,0.32,-3.54,-0.674,10.28,infeasible,
4.0,0.34,-3.7300000000000004,-0.7130000000000001,10.860000000000001,infeasible,
4.0,0.36,-3.92,-0.752,11.44,infeasible,
4.0,0.38,-4.109999999999999,-0.791,12.02,infeasible,
4.0,0.4,-4.300000000000001,-0.8300000000000001,12.600000000000001,infeasible,
4.0,0.42,-4.49,-0.869,13.18,infeasible,
4.0,0.44,-4.68,-0.908,13.76,infeasible,
4.0,0.46,-4.87,-0.9470000000000001,14.34,infeasible,
4.0,0.48,-5.06,-0.986,14.92,infeasible,
4.0,0.5,-5.25,-1.025,15.5,infeasible,
4.0,0.52,-5.44,-1.064,16.08,infeasible,
4.0,0.54,-5.630000000000001,-1.103,16.66,infeasible,
4.0,0.56,-5.82,-1.1420000000000001,17.240000000000002,infeasible,
4.0,0.58,-6.01,-1.181,17.82,infeasible,
4.0,0.6,-6.2,-1.22,18.4,infeasible,
4.0,0.62,-6.39,-1.2590000000000001,18.98,optimal,0.003640887044164767
4.0,0.64,-6.58,-1.298,19.56,optimal,0.006453649677191243
4.0,0.66,-6.7700000000000005,-1.337,20.14,optimal,0.009264676759814848
4.0,0.68,-6.960000000000001,-1.3760000000000001,20.720000000000002,optimal,0.012075703842442076
4.0,0.7,-7.1499999999999995,-1.415,21.299999999999997,optimal,0.014886730925062477
4.0,0.72,-7.34,-1.454,21.88,optimal,0.017697758007691525
4.0,0.74,-7.53,-1.493,22.46,optimal,0.020508785090311926
4.0,0.76,-7.72,-1.532,23.04,optimal,0.023319812172938697
4.0,0.78,-7.91,-1.571,23.62,optimal,0.02613083925556593
4.0,0.8,-8.100000000000001,-1.61,24.200000000000003,optimal,0.028941866338184956
4.0,0.82,-8.29,-1.649,24.779999999999998,optimal,0.031752893420809454
4.0,0.84,-8.48,-1.688,25.36,optimal,0.03456392050344124
4.0,0.86,-8.67,-1.727,25.94,optimal,0.03737494758605936
4.0,0.88,-8.86,-1.766,26.52,optimal,0.04018597466868158
4.0,0.9,-9.05,-1.805,27.1,optimal,0.04299700175130624
4.0,0.92,-9.24,-1.844,27.68,optimal,0.045808028833930446
4.0,0.94,-9.43,-1.883,28.259999999999998,optimal,0.04861905591655455
4.0,0.96,-9.62,-1.922,28.84,optimal,0.051430082999179
4.0,0.98,-9.81,-1.961,29.419999999999998,optimal,0.054241110081803434
4.0,1.0,-10.0,-2.0,30.0,optimal,0.057052137164427585
